place,category,x,y,address
선유도공원 이야기관,"문화,예술 > 문화시설 > 전시관",37.5431550471226,126.900976006096,서울 영등포구 당산동 1
롯데시네마 합정,"문화,예술 > 영화,영상 > 영화관 > 롯데시네마",37.5514575965918,126.913390790739,서울 마포구 서교동 490
신한카드 SOL페이 스퀘어,"문화,예술 > 문화시설 > 공연장,연극극장",37.55119703529659,126.9143892242954,서울 마포구 서교동 490
라디오가가,"문화,예술 > 문화시설 > 공연장,연극극장",37.5523553077196,126.913824319535,서울 마포구 서교동 384-12
드림홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5502303425103,126.915750578547,서울 마포구 서교동 394-44
G스페이스홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.54942011396458,126.9093554492971,서울 마포구 합정동 393-18
한국천주교순교자박물관,"문화,예술 > 문화시설 > 박물관",37.54429086657112,126.91191899586276,서울 마포구 합정동 96-1
아트스페이스 합정,"문화,예술 > 문화시설 > 전시관",37.5500980304218,126.908660925456,서울 마포구 합정동 394-7
한국기독교선교기념관,"문화,예술 > 문화시설 > 기념관",37.5464970079284,126.911377759544,서울 마포구 합정동 144
토마토홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5476461148447,126.910625006597,서울 마포구 합정동 379-5
양화진홀 전시관,"문화,예술 > 문화시설 > 전시관",37.5465946511698,126.911825757308,서울 마포구 합정동 142-1
인사갤러리,"문화,예술 > 문화시설 > 미술관",37.55148185873748,126.91330249214762,서울 마포구 서교동 490
서교스퀘어,"문화,예술 > 문화시설 > 공연장,연극극장",37.550812907801,126.916483240563,서울 마포구 서교동 494
서울생활문화센터 서교스퀘어,"문화,예술 > 문화시설 > 공연장,연극극장",37.5509174106895,126.91646501732056,서울 마포구 서교동 494
누아갤러리,"문화,예술 > 문화시설 > 미술관",37.55072290403405,126.91661914041164,서울 마포구 서교동 494
양화진문화원,"문화,예술 > 문화시설 > 문화원",37.5465087276954,126.9113867984548,서울 마포구 합정동 144
꾸머갤러리,"문화,예술 > 문화시설 > 미술관",37.5469088508935,126.912703512037,서울 마포구 합정동 376-34
KB아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5490990622016,126.911338466528,서울 마포구 합정동 471
루시아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5490291779672,126.914312489245,서울 마포구 합정동 414-3
다이렉트소극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.5494399254828,126.909341845597,서울 마포구 합정동 393-18
이용주 혼자수초상화미술관,"문화,예술 > 문화시설 > 미술관",37.54983922827575,126.91193510017573,서울 마포구 합정동 472
스페이스 자모,"문화,예술 > 문화시설 > 미술관",37.5489374074962,126.91701946483,서울 마포구 서교동 396-33
지하소문,"문화,예술 > 문화시설 > 전시관",37.5497781387148,126.908612654973,서울 마포구 합정동 395-16
인스턴트하우스,"문화,예술 > 문화시설 > 미술관",37.552136818917,126.915700901854,서울 마포구 서교동 380-6
불과얼음 뮤지컬워크숍극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.5495047486251,126.909278395057,서울 마포구 합정동 393-18
슈퍼맨아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5502736355883,126.9158139025,서울 마포구 서교동 394-44
서울에너지드림센터,"문화,예술 > 문화시설 > 전시관",37.5631523966308,126.891419369729,서울 마포구 상암동 1535-3
망원동수장고 소통,"문화,예술 > 문화시설 > 전시관",37.5591922159016,126.901341858464,서울 마포구 망원동 432-3
망원나들목 래빗뮤지엄,"문화,예술 > 문화시설 > 전시관",37.55507298706961,126.89623753964209,서울 마포구 망원동 205-5
전쟁과여성인권박물관,"문화,예술 > 문화시설 > 박물관",37.560081221933736,126.9148770537037,서울 마포구 성산동 39-13
성미산마을극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.5594882804217,126.909904623828,서울 마포구 성산동 249-10
사월갤러리 홍대점,"문화,예술 > 문화시설 > 미술관",37.5619428660262,126.916397249082,서울 마포구 성산동 210-1
합정지구,"문화,예술 > 문화시설 > 전시관",37.5528624711019,126.912465702581,서울 마포구 서교동 444-9
벨로주 망원,"문화,예술 > 문화시설 > 공연장,연극극장",37.557443990148,126.904270903481,서울 마포구 망원동 422-27
논스케일드갤러리&스튜디오,"문화,예술 > 문화시설 > 전시관",37.5538096180516,126.911523013338,서울 마포구 합정동 427-4
스페이스소,"문화,예술 > 문화시설 > 미술관",37.5565188344795,126.915091611529,서울 마포구 서교동 458-18
WWWSPACE,"문화,예술 > 문화시설 > 전시관",37.5552668005838,126.903802888715,서울 마포구 망원동 404-32
(주)복합문화공간사이,"문화,예술 > 문화시설 > 문화원",37.55315383289741,126.91667075373022,서울 마포구 서교동 377-20
더블유더블유더블유스페이스2,"문화,예술 > 문화시설 > 전시관",37.5619939028646,126.904122471322,서울 마포구 망원동 472-12
컬렉션 컴플릿,"문화,예술 > 문화시설 > 전시관",37.5560037553055,126.914247916662,서울 마포구 서교동 468-22
라움트,"문화,예술 > 문화시설 > 전시관",37.5554629218153,126.915169767462,서울 마포구 서교동 467-2
이행성극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.557147923628,126.908128316613,서울 마포구 망원동 57-369
성산아트컬처,"문화,예술 > 문화시설 > 전시관",37.5620745258112,126.915293564289,서울 마포구 성산동 114-7
